De ref,school name,management type,constituency,total enrolment,nearest_same_management_distance,nearest_same_management_school,area
5031108,"Clea Primary School, Keady",Catholic Maintained,Newry And Armagh,116.0,2.4,"St Francis of Assisi Primary School, Keady",18.7
5031110,Armagh Christian Brothers Primary School,Catholic Maintained,Newry And Armagh,550.0,0.5,"St Malachy's Primary School, Armagh",0.9
5031126,"Mount St Catherine's Primary School, Armagh",Catholic Maintained,Newry And Armagh,151.0,0.4,"St Malachy's Primary School, Armagh",0.5
5031130,"St Moninna's Primary School, Cloughoge",Catholic Maintained,Newry And Armagh,462.0,1.5,"St Malachy's Primary School, Carnagat",7.0
5031133,"St Malachy's Primary School, Armagh",Catholic Maintained,Newry And Armagh,191.0,0.4,"Mount St Catherine's Primary School, Armagh",0.5
5031135,"St Oliver's Primary School, Carrickrovaddy",Catholic Maintained,Newry And Armagh,52.0,3.5,"St Patrick's Primary School, Cullyhanna",38.0
5031138,"St Joseph's Primary School, Madden",Catholic Maintained,Newry And Armagh,177.0,4.8,"St Francis of Assisi Primary School, Keady",71.0
5031148,"St Patrick's Primary School, Crossmaglen",Catholic Maintained,Newry And Armagh,493.0,2.7,"Clonalig Primary School, Crossmaglen",23.1
5031154,"St Michael's Primary School, Killean",Catholic Maintained,Newry And Armagh,129.0,3.6,"Jonesborough Primary School, Newry",40.8
5031158,"St Patrick's Primary School, Newry",Catholic Maintained,Newry And Armagh,457.0,1.0,"St Joseph's Convent Primary School, Newry",3.0
5031160,"St Teresa's Primary School, Lurgan",Catholic Maintained,Upper Bann,184.0,1.1,"Tannaghmore Primary School, Lurgan",4.0
5031163,"St Brigid's Primary School, Glassdrummond",Catholic Maintained,Newry And Armagh,189.0,4.9,"St Patrick's Primary School, Crossmaglen",74.6
5031164,"St Mary's Primary School, Maghery",Catholic Maintained,Upper Bann,58.0,3.8,"St John's Primary School, Kingsisland",44.3
5031166,"St Michael's Primary School, Clady",Catholic Maintained,Newry And Armagh,81.0,5.5,"St Malachy's Primary School, Ballymoyer",93.9
5031168,"St Patrick's Primary School, Aghacommon",Catholic Maintained,Upper Bann,228.0,2.4,"St Anthony's Primary School, Craigavon",18.2
5031169,"St Brigid's Primary School, Drumilly",Catholic Maintained,Newry And Armagh,124.0,2.3,"St Malachy's Primary School, Camlough",16.4
5031172,"St Mary's Primary School, Granemore",Catholic Maintained,Newry And Armagh,206.0,3.6,"St Francis of Assisi Primary School, Keady",40.5
5031176,"St Peter's Primary School, Cloughreagh",Catholic Maintained,Newry And Armagh,363.0,1.2,"St Joseph's Primary School, Bessbrook",4.5
5031183,"St Patrick's Primary School, Armagh",Catholic Maintained,Newry And Armagh,402.0,1.6,"Mount St Catherine's Primary School, Armagh",8.1
5031184,"St Anthony's Primary School, Craigavon",Catholic Maintained,Upper Bann,690.0,1.5,"St Brendan's Primary School, Craigavon",6.9
5031188,"St Joseph's Primary School, Meigh",Catholic Maintained,Newry And Armagh,206.0,3.4,"St Moninna's Primary School, Cloughoge",36.4
5031318,"Killowen Primary School, Newry",Catholic Maintained,South Down,32.0,4.1,"St Bronagh's Primary School, Rostrevor",52.9
5031340,"St Joseph's Convent Primary School, Newry",Catholic Maintained,Newry And Armagh,489.0,0.5,"St Clare's Abbey Primary School, Newry",0.8
5031558,"Ballyholland Primary School, Newry",Catholic Maintained,South Down,199.0,3.3,"Carrick Primary School, Warrenpoint",34.0
5031589,Grange Primary School,Catholic Maintained,South Down,107.0,3.7,"St Colman's Primary School, Kilkeel",42.3
5031609,"Carrick Primary School, Warrenpoint",Catholic Maintained,South Down,381.0,3.3,"Ballyholland Primary School, Newry",34.0
5031653,"St Matthew's Primary School, Magheramayo",Catholic Maintained,South Down,89.0,3.9,"St Malachy's Primary School, Kilcoo",48.2
5031667,"St Patrick's Primary School, Magheralin",Catholic Maintained,Upper Bann,115.0,3.3,"St Teresa's Primary School, Lurgan",34.4
5031669,"St John's Primary School, Gilford",Catholic Maintained,Upper Bann,127.0,3.4,"St Colman's Primary School, Bann",36.3
5031694,"Holy Cross Primary School, Newry",Catholic Maintained,South Down,113.0,5.7,"St Columban's Primary School, Kilkeel",102.8
5031695,"St Mary's Primary School, Barr",Catholic Maintained,Newry And Armagh,153.0,5.0,"St Ronan's Primary School, Newry",78.9
5031697,"St Patrick's Primary School, Mayobridge",Catholic Maintained,South Down,349.0,4.3,"Ballyholland Primary School, Newry",57.1
5032208,"Ballylifford Primary School, Coagh",Catholic Maintained,Mid Ulster,77.0,1.9,"Derrychrin Primary School, Cookstown",10.9
5032262,"Lissan Primary School, Cookstown",Catholic Maintained,Mid Ulster,130.0,5.0,"Holy Trinity Primary School, Cookstown",77.8
5032306,"St Malachy's Primary School, Glencull",Catholic Maintained,Fermanagh And South Tyrone,110.0,2.6,"St Mary's Primary School, Ballygawley",21.4
5032387,"Derrylatinee Primary School, Dungannon",Catholic Maintained,Fermanagh And South Tyrone,101.0,3.4,"Roan St Patrick's Primary School, Eglish",35.4
5032463,"Blessed Patrick O'Loughran Primary School, Dungannon",Catholic Maintained,Fermanagh And South Tyrone,109.0,3.1,"St Patrick's Primary School, Donaghmore",29.4
5032558,"Laghey Primary School, Dungannon",Catholic Maintained,Fermanagh And South Tyrone,91.0,3.5,"Clintyclay Primary School, Dungannon",38.6
5032585,"Edendork Primary School, Dungannon",Catholic Maintained,Mid Ulster,284.0,2.8,Primate Dixon Primary School,23.8
5032591,"Roan St Patrick's Primary School, Eglish",Catholic Maintained,Fermanagh And South Tyrone,179.0,3.4,"Derrylatinee Primary School, Dungannon",35.4
5032592,"St Mary's Primary School, Lisbuoy",Catholic Maintained,Mid Ulster,77.0,2.8,"St Patrick's Primary School, Donaghmore",24.5
5032624,St MacCartan's Convent Primary School,Catholic Maintained,Fermanagh And South Tyrone,124.0,4.9,"St Patrick's Primary School, Aughadarragh",74.1
5032678,"St Patrick's Primary School, Donaghmore",Catholic Maintained,Mid Ulster,219.0,2.8,"St Mary's Primary School, Lisbuoy",24.5
5032692,"St Mary's Primary School, Stewartstown",Catholic Maintained,Mid Ulster,92.0,4.0,Primate Dixon Primary School,49.0
5032697,"St Patrick's Primary School, Aughadarragh",Catholic Maintained,Fermanagh And South Tyrone,86.0,4.9,St MacCartan's Convent Primary School,74.1
5032698,"St Brigid's Primary School, Mountjoy",Catholic Maintained,Mid Ulster,121.0,2.4,"Holy Family Primary School, Aughamullan",18.2
5032699,"St Mary's Primary School, Dunamore",Catholic Maintained,Mid Ulster,180.0,4.7,"St Joseph's Primary School, Killeenan",70.1
5032703,"St Peter's Primary School, Moortown",Catholic Maintained,Mid Ulster,162.0,3.2,"St Patrick's Primary School, Mullinahoe",32.1
5032713,"Derrychrin Primary School, Cookstown",Catholic Maintained,Mid Ulster,164.0,1.9,"Ballylifford Primary School, Coagh",10.9
5032714,"Holy Family Primary School, Aughamullan",Catholic Maintained,Mid Ulster,66.0,1.9,"St John's Primary School, Kingsisland",11.4
5032715,"St John's Primary School, Moy",Catholic Maintained,Fermanagh And South Tyrone,205.0,2.4,"St Peter's Primary School, Collegelands",18.0
5032717,"St Patrick's Primary School, Mullinahoe",Catholic Maintained,Mid Ulster,229.0,3.2,"St Peter's Primary School, Moortown",32.1
5032729,"St John's Primary School, Kingsisland",Catholic Maintained,Mid Ulster,221.0,1.9,"Holy Family Primary School, Aughamullan",11.4
5032734,"St Mary's Primary School, Cabragh",Catholic Maintained,Fermanagh And South Tyrone,216.0,5.8,"St Joseph's Primary School, Galbally",106.0
5032735,"St Mary's Primary School, Ballygawley",Catholic Maintained,Fermanagh And South Tyrone,138.0,2.6,"St Malachy's Primary School, Glencull",21.4
5032736,"St Mary's Primary School, Fivemiletown",Catholic Maintained,Fermanagh And South Tyrone,49.0,8.1,"St Mary's Primary School, Brookeborough",204.8
5033003,"St Paul's Primary School, Cabra",Catholic Maintained,South Down,95.0,3.7,"St Patrick's Primary School, Ballymaghery",43.6
5033004,"St Mary's Primary School, Rathfriland",Catholic Maintained,South Down,95.0,2.9,"St Patrick's Primary School, Drumgreenagh",27.0
5033006,"St Michael's Primary School, Finnis",Catholic Maintained,Lagan Valley,73.0,7.2,"St Mary's Primary School, Dechomet",160.8
5033011,"St Mary's Primary School, Dechomet",Catholic Maintained,South Down,85.0,5.9,"St Matthew's Primary School, Magheramayo",108.8
5033025,"St Patrick's Primary School, Ballymaghery",Catholic Maintained,South Down,313.0,3.7,"St Paul's Primary School, Cabra",43.6
5033324,"St Patrick's Primary School, Derrynaseer",Catholic Maintained,Upper Bann,91.0,3.6,"St Teresa's Primary School, Lurgan",40.1
5036000,"St Colman's Primary School, Dromore",Catholic Maintained,Lagan Valley,107.0,10.1,"St Michael's Primary School, Finnis",317.5
5036006,"St Mary's Primary School, Derrymore",Catholic Maintained,Upper Bann,136.0,3.6,"St Patrick's Primary School, Derrynaseer",40.4
5036009,"St Mary's Primary School, Derrytrasna",Catholic Maintained,Upper Bann,99.0,6.1,"St Patrick's Primary School, Aghacommon",118.2
5036031,"St Patrick's Primary School, Loup",Catholic Maintained,Mid Ulster,158.0,4.3,"St Patrick's Primary School, Moneymore",58.2
5036033,"St Joseph's Primary School, Galbally",Catholic Maintained,Mid Ulster,216.0,5.4,"St Patrick's Primary School, Donaghmore",90.7
5036043,"St Mary's Primary School, Banbridge",Catholic Maintained,Upper Bann,516.0,4.3,"St Francis' Primary School, Aghaderg",58.0
5036047,"St Patrick's Primary School, Annaghmore",Catholic Maintained,Mid Ulster,196.0,2.3,"St John's Primary School, Kingsisland",16.9
5036057,"St Malachy's Primary School, Drummullan",Catholic Maintained,Mid Ulster,51.0,4.2,"St Patrick's Primary School, Moneymore",54.2
5036061,"St Colman's Primary School and All Saints NU, Annaclone",Catholic Maintained,South Down,211.0,7.4,"St Mary's Primary School, Rathfriland",172.1
5036064,"St Malachy's Primary School, Camlough",Catholic Maintained,Newry And Armagh,320.0,2.0,"St Joseph's Primary School, Bessbrook",12.3
5036087,"St Mary's Primary School, Mullaghbawn",Catholic Maintained,Newry And Armagh,307.0,3.3,"St Oliver Plunkett Primary School, Forkhill",33.8
5036099,"St Patrick's Primary School, Cullyhanna",Catholic Maintained,Newry And Armagh,227.0,3.5,"St Oliver's Primary School, Carrickrovaddy",38.0
5036101,"St Brendan's Primary School, Craigavon",Catholic Maintained,Upper Bann,397.0,1.5,"St Anthony's Primary School, Craigavon",6.9
5036108,"St Joseph's Primary School, Killeenan",Catholic Maintained,Mid Ulster,88.0,4.7,"St Mary's Primary School, Dunamore",70.1
5036110,"St Joseph's Primary School, Bessbrook",Catholic Maintained,Newry And Armagh,373.0,1.2,"St Peter's Primary School, Cloughreagh",4.5
5036118,"St Mary's Primary School, Pomeroy",Catholic Maintained,Mid Ulster,189.0,6.2,"Sacred Heart Primary School, Dungannon",120.4
5036120,"St Patrick's Primary School, Moneymore",Catholic Maintained,Mid Ulster,97.0,4.2,"St Malachy's Primary School, Drummullan",54.2
5036121,"St Jarlath's Primary School, Blackwatertown",Catholic Maintained,Newry And Armagh,168.0,3.1,"St Peter's Primary School, Collegelands",30.7
5036122,"Jonesborough Primary School, Newry",Catholic Maintained,Newry And Armagh,89.0,3.1,"Dromintee Primary School, Newry",30.8
5036130,"St Laurence O'Toole Primary School, Belleek",Catholic Maintained,Newry And Armagh,74.0,2.3,"St Brigid's Primary School, Drumilly",17.3
5036136,"Sacred Heart Primary School, Dungannon",Catholic Maintained,Mid Ulster,121.0,5.7,"St Joseph's Primary School, Killeenan",101.0
5036173,"St John the Baptist Primary School, Portadown",Catholic Maintained,Upper Bann,472.0,2.1,"Presentation Primary School, Portadown",14.2
5036180,"St Oliver Plunkett Primary School, Ballyhegan",Catholic Maintained,Newry And Armagh,133.0,5.8,"St John's Primary School, Eglish",106.7
5036363,"St Mary's Primary School, Aughnacloy",Catholic Maintained,Fermanagh And South Tyrone,112.0,7.6,"St Mary's Primary School, Ballygawley",180.5
5036400,"St Colman's Primary School, Bann",Catholic Maintained,Upper Bann,133.0,3.4,"St John's Primary School, Gilford",36.3
5036409,"St Ronan's Primary School, Newry",Catholic Maintained,South Down,419.0,1.3,"St Joseph's Convent Primary School, Newry",5.0
5036433,"St Malachy's Primary School, Carnagat",Catholic Maintained,Newry And Armagh,263.0,1.1,"St Joseph's Convent Primary School, Newry",3.8
5036457,"St Francis' Primary School, Aghaderg",Catholic Maintained,Upper Bann,146.0,4.3,"St Mary's Primary School, Banbridge",58.0
5036463,"St Joseph's Primary School, Caledon",Catholic Maintained,Fermanagh And South Tyrone,29.0,7.2,"St John's Primary School, Middletown",161.0
5036504,"St Patrick's Primary School, Dungannon",Catholic Maintained,Fermanagh And South Tyrone,888.0,3.1,"Edendork Primary School, Dungannon",30.7
5036545,"St Colman's Primary School, Kilkeel",Catholic Maintained,South Down,229.0,2.5,"St Columban's Primary School, Kilkeel",18.9
5036567,"Holy Trinity Primary School, Cookstown",Catholic Maintained,Mid Ulster,694.0,5.0,"Lissan Primary School, Cookstown",77.8
5036572,"St Colman's Primary School, Saval",Catholic Maintained,South Down,216.0,2.8,"St Ronan's Primary School, Newry",25.0
5036583,"St Dallan's Primary School, Warrenpoint",Catholic Maintained,South Down,475.0,3.4,"St Bronagh's Primary School, Rostrevor",35.6
5036586,"Presentation Primary School, Portadown",Catholic Maintained,Upper Bann,299.0,2.1,"St John the Baptist Primary School, Portadown",14.2
5036590,Primate Dixon Primary School,Catholic Maintained,Mid Ulster,596.0,2.8,"Edendork Primary School, Dungannon",23.8
5036595,"St Peter's Primary School, Collegelands",Catholic Maintained,Newry And Armagh,143.0,2.4,"St John's Primary School, Moy",18.0
5036598,"Our Lady's Primary School, Tullysaran",Catholic Maintained,Newry And Armagh,192.0,4.1,"St Jarlath's Primary School, Blackwatertown",53.9
5036605,"St Patrick's Primary School, Drumgreenagh",Catholic Maintained,South Down,83.0,2.9,"St Mary's Primary School, Rathfriland",27.0
5036610,"St Francis of Assisi Primary School, Keady",Catholic Maintained,Newry And Armagh,195.0,2.4,"Clea Primary School, Keady",18.7
5036622,"St John's Primary School, Middletown",Catholic Maintained,Newry And Armagh,186.0,6.1,"St Joseph's Primary School, Madden",118.4
5036633,"St Francis' Primary School, Lurgan",Catholic Maintained,Upper Bann,808.0,1.6,"Tannaghmore Primary School, Lurgan",7.8
5036634,"St Clare's Abbey Primary School, Newry",Catholic Maintained,Newry And Armagh,503.0,0.5,"St Joseph's Convent Primary School, Newry",0.8
5036639,"Our Lady's & St Mochua's Primary School, Keady",Catholic Maintained,Newry And Armagh,175.0,4.1,"Clea Primary School, Keady",53.3
5036673,"St Bronagh's Primary School, Rostrevor",Catholic Maintained,South Down,213.0,3.4,"St Dallan's Primary School, Warrenpoint",35.6
5036675,"St Joseph's and St James's Primary School, Poyntzpass",Catholic Maintained,Newry And Armagh,110.0,5.0,"St Francis' Primary School, Aghaderg",78.0
5036706,"St Columban's Primary School, Kilkeel",Catholic Maintained,South Down,225.0,2.5,"St Colman's Primary School, Kilkeel",18.9
5046137,"Seagoe Primary School, Portadown",Other Maintained,Upper Bann,377.0,16.9,"The Drelincourt, Church of Ireland, Armagh",902.2
5046241,"The Drelincourt, Church of Ireland, Armagh",Other Maintained,Newry And Armagh,9.0,16.9,"Seagoe Primary School, Portadown",902.2
5046597,"Bunscoil an Iuir, Newry",Other Maintained,Newry And Armagh,98.0,25.4,"Gaelscoil na mBeann, Kilkeel",2023.7
5046637,"Gaelscoil Ui Neill , Dungannon",Other Maintained,Mid Ulster,130.0,6.9,"Gaelscoil Aodha Rua, Dungannon",147.4
5046692,"Gaelscoil na mBeann, Kilkeel",Other Maintained,South Down,94.0,20.5,"Bunscoil Bheanna Boirche, Castlewellan",1314.8
5046695,"Gaelscoil Aodha Rua, Dungannon",Other Maintained,Fermanagh And South Tyrone,135.0,6.9,"Gaelscoil Ui Neill , Dungannon",147.4
5046699,Gaelscoil Eoghain,Other Maintained,Mid Ulster,134.0,12.2,"Gaelscoil Ui Neill , Dungannon",469.7
5056013,"Kilbroney Integrated Primary School, Newry",Controlled Integrated,South Down,122.0,22.7,"All Children's Integrated Primary School, Newcastle",1620.7
5066540,"Bridge Integrated Primary School, Banbridge",GMI,Upper Bann,413.0,13.5,Portadown Integrated Primary School,575.6
5066553,Portadown Integrated Primary School,GMI,Upper Bann,478.0,13.5,"Bridge Integrated Primary School, Banbridge",575.6
5066554,"Windmill Integrated Primary School, Dungannon",GMI,Fermanagh And South Tyrone,245.0,16.0,"Phoenix Integrated Primary School NU, Cookstown",799.5
5066578,Saints and Scholars Integrated Primary School,GMI,Newry And Armagh,316.0,16.4,Portadown Integrated Primary School,843.7
5066657,"Phoenix Integrated Primary School NU, Cookstown",GMI,Mid Ulster,221.0,13.6,"Spires Integrated Primary School, Magherafelt",584.2
5620263,Armagh Royal Preparatory Department,Voluntary,Newry And Armagh,30.0,42.9,"Wallace High Preparatory, Lisburn",5771.7
